Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2021_Enrollment,2021_Free_Meal_Count,2021_Free_Meal_Percent,2021_FRPM_Count,2021_FRPM_Percent
2020-2021,Sacramento,Sacramento City Unified,William Land Elementary,Elementary Schools (Public),Traditional,K,6,387,178,0.46,207,0.535
2020-2021,Sacramento,Sacramento City Unified,Woodbine Elementary,Elementary Schools (Public),Traditional,K,6,299,259,0.866,270,0.903
2020-2021,Sacramento,Sacramento City Unified,Yav Pem Suab Academy - Preparing for the Future Charter,Elementary Schools (Public),Traditional,K,6,465,218,0.469,218,0.469
2020-2021,Sacramento,San Juan Unified,Albert Schweitzer Elementary,Elementary Schools (Public),Traditional,K,5,348,179,0.514,186,0.534
2020-2021,Sacramento,San Juan Unified,Andrew Carnegie Middle,Intermediate/Middle Schools (Public),Traditional,6,8,922,247,0.268,264,0.28600000000000003
2020-2021,Sacramento,San Juan Unified,Arcade Fundamental Middle,Intermediate/Middle Schools (Public),Traditional,6,8,547,324,0.5920000000000001,347,0.634
2020-2021,Sacramento,San Juan Unified,Arden Middle,Intermediate/Middle Schools (Public),Traditional,6,8,859,247,0.28800000000000003,271,0.315
2020-2021,Sacramento,San Juan Unified,Arlington Heights Elementary,Elementary Schools (Public),Traditional,K,5,289,133,0.46,149,0.516
2020-2021,Sacramento,San Juan Unified,Aspire Alexander Twilight College Preparatory Academy,Elementary Schools (Public),Traditional,K,5,433,326,0.753,346,0.799
2020-2021,Sacramento,San Juan Unified,Aspire Alexander Twilight Secondary Academy,K-12 Schools (Public),Traditional,6,12,531,395,0.7440000000000001,436,0.821
2020-2021,Sacramento,San Juan Unified,Bella Vista High,High Schools (Public),Traditional,9,12,1935,410,0.212,436,0.225
2020-2021,Sacramento,San Juan Unified,California Montessori Project-San Juan Campuses,Elementary Schools (Public),Traditional,K,8,1397,315,0.225,382,0.273
2020-2021,Sacramento,San Juan Unified,Cambridge Heights Elementary,Elementary Schools (Public),Traditional,K,5,334,96,0.287,102,0.305
2020-2021,Sacramento,San Juan Unified,Cameron Ranch Elementary,Elementary Schools (Public),Traditional,K,5,374,227,0.607,250,0.6679999999999999
2020-2021,Sacramento,San Juan Unified,Carmichael Elementary,Elementary Schools (Public),Traditional,K,5,371,253,0.682,309,0.833
2020-2021,Sacramento,San Juan Unified,Carriage Drive Elementary,Elementary Schools (Public),Traditional,K,6,438,204,0.466,230,0.525
2020-2021,Sacramento,San Juan Unified,Casa Roble Fundamental High,High Schools (Public),Traditional,9,12,1174,320,0.273,341,0.29
2020-2021,Sacramento,San Juan Unified,Charles Peck Elementary,Elementary Schools (Public),Traditional,K,5,317,204,0.644,250,0.789
2020-2021,Sacramento,San Juan Unified,Cottage Elementary,Elementary Schools (Public),Traditional,K,5,439,312,0.711,352,0.802
2020-2021,Sacramento,San Juan Unified,Coyle Avenue Elementary,Elementary Schools (Public),Traditional,K,5,315,183,0.581,193,0.613
2020-2021,Sacramento,San Juan Unified,Del Campo High,High Schools (Public),Traditional,9,12,1637,625,0.382,677,0.414
2020-2021,Sacramento,San Juan Unified,Del Dayo Elementary,Elementary Schools (Public),Traditional,K,6,507,60,0.11800000000000001,67,0.132
2020-2021,Sacramento,San Juan Unified,Del Paso Manor Elementary,Elementary Schools (Public),Traditional,K,6,685,404,0.59,412,0.601
2020-2021,Sacramento,San Juan Unified,District Office,,,P,Adult,855,281,0.32899999999999996,290,0.33899999999999997
2020-2021,Sacramento,San Juan Unified,Dyer-Kelly Elementary,Elementary Schools (Public),Traditional,K,5,710,596,0.8390000000000001,652,0.9179999999999999
2020-2021,Sacramento,San Juan Unified,Earl Legette Elementary,Elementary Schools (Public),Traditional,K,6,451,75,0.166,83,0.184
2020-2021,Sacramento,San Juan Unified,El Camino Fundamental High,High Schools (Public),Traditional,9,12,1264,493,0.39,525,0.415
2020-2021,Sacramento,San Juan Unified,El Sereno Alternative Education,Alternative Schools of Choice,Alternative School of Choice,9,12,386,128,0.332,137,0.355
2020-2021,Sacramento,San Juan Unified,Encina Preparatory High,K-12 Schools (Public),Traditional,6,12,1112,842,0.757,979,0.88
2020-2021,Sacramento,San Juan Unified,Gateway International,Elementary Schools (Public),Traditional,K,8,565,349,0.618,358,0.634
2020-2021,Sacramento,San Juan Unified,Gold River Discovery Center K-8,Elementary Schools (Public),Traditional,K,8,706,118,0.16699999999999998,123,0.174
2020-2021,Sacramento,San Juan Unified,Golden Valley Orchard,Elementary Schools (Public),Traditional,K,8,277,46,0.166,62,0.22399999999999998
2020-2021,Sacramento,San Juan Unified,Golden Valley River,Elementary Schools (Public),Traditional,K,8,311,74,0.23800000000000002,85,0.273
2020-2021,Sacramento,San Juan Unified,Grand Oaks Elementary,Elementary Schools (Public),Traditional,K,5,284,182,0.6409999999999999,191,0.6729999999999999
2020-2021,Sacramento,San Juan Unified,Green Oaks Fundamental Elementary,Elementary Schools (Public),Traditional,K,5,333,49,0.147,52,0.156
2020-2021,Sacramento,San Juan Unified,Greer Elementary,Elementary Schools (Public),Traditional,K,5,589,405,0.688,512,0.8690000000000001
2020-2021,Sacramento,San Juan Unified,Harry Dewey Fundamental Elementary,Elementary Schools (Public),Traditional,K,6,380,104,0.27399999999999997,117,0.308
2020-2021,Sacramento,San Juan Unified,Howe Avenue Elementary,Elementary Schools (Public),Traditional,K,5,794,605,0.762,693,0.873
2020-2021,Sacramento,San Juan Unified,James R. Cowan Fundamental Elementary,Elementary Schools (Public),Traditional,K,6,385,146,0.379,158,0.41
2020-2021,Sacramento,San Juan Unified,John Barrett Middle,Intermediate/Middle Schools (Public),Traditional,6,8,720,297,0.413,333,0.46299999999999997
2020-2021,Sacramento,San Juan Unified,Kingswood K-8,Elementary Schools (Public),Traditional,K,8,506,336,0.664,430,0.85
2020-2021,Sacramento,San Juan Unified,La Entrada Continuation High,Continuation High Schools,Continuation School,9,12,108,68,0.63,68,0.63
2020-2021,Sacramento,San Juan Unified,La Vista Center,Special Education Schools (Public),Special Education School,6,12,60,39,0.65,40,0.667
2020-2021,Sacramento,San Juan Unified,Laurel Ruff Transition,Special Education Schools (Public),Special Education School,12,12,140,41,0.293,45,0.321
2020-2021,Sacramento,San Juan Unified,Lichen K-8,Elementary Schools (Public),Traditional,K,8,487,271,0.556,299,0.614
2020-2021,Sacramento,San Juan Unified,Louis Pasteur Fundamental Middle,Intermediate/Middle Schools (Public),Traditional,6,8,645,217,0.336,228,0.353
2020-2021,Sacramento,San Juan Unified,Mariemont Elementary,Elementary Schools (Public),Traditional,K,5,545,100,0.183,105,0.193
2020-2021,Sacramento,San Juan Unified,Mariposa Avenue Elementary,Elementary Schools (Public),Traditional,K,5,311,202,0.65,225,0.723
2020-2021,Sacramento,San Juan Unified,Mary Deterding Elementary,Elementary Schools (Public),Traditional,K,6,606,201,0.332,220,0.363
2020-2021,Sacramento,San Juan Unified,Meraki High,Alternative Schools of Choice,Alternative School of Choice,9,12,88,11,0.125,15,0.17
2020-2021,Sacramento,San Juan Unified,Mesa Verde High,High Schools (Public),Traditional,9,12,835,406,0.486,463,0.5539999999999999
2020-2021,Sacramento,San Juan Unified,Mira Loma High,High Schools (Public),Traditional,9,12,1725,795,0.461,835,0.484
2020-2021,Sacramento,San Juan Unified,Mission Avenue Open Elementary,Elementary Schools (Public),Traditional,K,6,432,105,0.243,125,0.289
2020-2021,Sacramento,San Juan Unified,"Nonpublic, Nonsectarian Schools",,,,,43,21,0.488,21,0.488
2020-2021,Sacramento,San Juan Unified,Northridge Elementary,Elementary Schools (Public),Traditional,K,6,342,176,0.515,194,0.5670000000000001
2020-2021,Sacramento,San Juan Unified,Oakview Community Elementary,Elementary Schools (Public),Traditional,K,5,375,136,0.363,143,0.381
2020-2021,Sacramento,San Juan Unified,Options for Youth-San Juan,High Schools (Public),Traditional,7,12,841,511,0.608,604,0.718
2020-2021,Sacramento,San Juan Unified,Orangevale Open K-8,Elementary Schools (Public),Traditional,K,8,496,101,0.204,108,0.218
2020-2021,Sacramento,San Juan Unified,Ottomon Way Elementary,Elementary Schools (Public),Traditional,K,5,271,136,0.502,152,0.561
2020-2021,Sacramento,San Juan Unified,Pasadena Avenue Elementary,Elementary Schools (Public),Traditional,K,5,331,215,0.65,242,0.731
2020-2021,Sacramento,San Juan Unified,Pershing Elementary,Elementary Schools (Public),Traditional,K,6,547,173,0.316,186,0.34
2020-2021,Sacramento,San Juan Unified,Ralph Richardson Center,Special Education Schools (Public),Special Education School,K,12,65,25,0.385,32,0.49200000000000005
2020-2021,Sacramento,San Juan Unified,Rio Americano High,High Schools (Public),Traditional,9,12,1945,370,0.19,394,0.203
2020-2021,Sacramento,San Juan Unified,San Juan Choices Charter,K-12 Schools (Public),Traditional,6,12,273,103,0.377,104,0.381
2020-2021,Sacramento,San Juan Unified,San Juan High,High Schools (Public),Traditional,9,12,603,372,0.617,405,0.672
2020-2021,Sacramento,San Juan Unified,Sierra Oaks K-8,Elementary Schools (Public),Traditional,K,8,632,193,0.305,215,0.34
2020-2021,Sacramento,San Juan Unified,Skycrest Elementary,Elementary Schools (Public),Traditional,K,5,402,231,0.575,243,0.604
2020-2021,Sacramento,San Juan Unified,Starr King K-8,Elementary Schools (Public),Traditional,K,8,813,664,0.8170000000000001,751,0.924
2020-2021,Sacramento,San Juan Unified,Sylvan Middle,Intermediate/Middle Schools (Public),Traditional,6,8,750,404,0.539,442,0.589
2020-2021,Sacramento,San Juan Unified,Thomas Edison Language Institute K-8,Elementary Schools (Public),Traditional,K,8,788,471,0.598,494,0.627
2020-2021,Sacramento,San Juan Unified,Thomas Kelly Elementary,Elementary Schools (Public),Traditional,K,5,392,197,0.503,233,0.594
2020-2021,Sacramento,San Juan Unified,Trajan Elementary,Elementary Schools (Public),Traditional,K,5,408,133,0.326,154,0.377
2020-2021,Sacramento,San Juan Unified,Twin Lakes Elementary,Elementary Schools (Public),Traditional,K,6,417,90,0.21600000000000003,96,0.23
2020-2021,Sacramento,San Juan Unified,Visions In Education,K-12 Schools (Public),Traditional,K,12,7189,3047,0.424,3540,0.49200000000000005
2020-2021,Sacramento,San Juan Unified,Whitney Avenue Elementary,Elementary Schools (Public),Traditional,K,5,392,281,0.7170000000000001,348,0.888
2020-2021,Sacramento,San Juan Unified,Will Rogers Middle,Intermediate/Middle Schools (Public),Traditional,6,8,605,354,0.585,380,0.628
2020-2021,Sacramento,San Juan Unified,Winston Churchill Middle,Intermediate/Middle Schools (Public),Traditional,6,8,965,336,0.348,361,0.374
2020-2021,Sacramento,San Juan Unified,Woodside K-8,Elementary Schools (Public),Traditional,K,8,415,199,0.48,215,0.518
2020-2021,Sacramento,Center Joint Unified,Arthur S. Dudley Elementary,Elementary Schools (Public),Traditional,K,6,617,407,0.66,447,0.7240000000000001
2020-2021,Sacramento,Center Joint Unified,Center High,High Schools (Public),Traditional,9,12,1327,765,0.5760000000000001,873,0.6579999999999999
2020-2021,Sacramento,Center Joint Unified,Cyril Spinelli Elementary,Elementary Schools (Public),Traditional,K,6,281,191,0.68,214,0.762
2020-2021,Sacramento,Center Joint Unified,McClellan High (Continuation),Continuation High Schools,Continuation School,9,12,60,43,0.7170000000000001,47,0.7829999999999999
2020-2021,Sacramento,Center Joint Unified,"Nonpublic, Nonsectarian Schools",,,,,10,6,0.6,6,0.6
2020-2021,Sacramento,Center Joint Unified,North Country Elementary,Elementary Schools (Public),Traditional,K,6,577,379,0.657,432,0.7490000000000001
2020-2021,Sacramento,Center Joint Unified,Oak Hill Elementary,Elementary Schools (Public),Traditional,K,6,694,396,0.5710000000000001,442,0.637
2020-2021,Sacramento,Center Joint Unified,Wilson C. Riles Middle,Junior High Schools (Public),Traditional,7,8,596,362,0.607,416,0.698
2020-2021,Sacramento,Natomas Unified,American Lakes,Elementary Schools (Public),Traditional,K,8,646,475,0.735,526,0.8140000000000001
2020-2021,Sacramento,Natomas Unified,Bannon Creek,Elementary Schools (Public),Traditional,K,8,495,343,0.693,401,0.81
2020-2021,Sacramento,Natomas Unified,Discovery High,Continuation High Schools,Continuation School,9,12,119,74,0.622,79,0.664
2020-2021,Sacramento,Natomas Unified,H. Allen Hight Elementary,Elementary Schools (Public),Traditional,K,5,698,377,0.54,423,0.606
2020-2021,Sacramento,Natomas Unified,Heron,Elementary Schools (Public),Traditional,K,8,986,278,0.282,331,0.336
2020-2021,Sacramento,Natomas Unified,Inderkum High,High Schools (Public),Traditional,9,12,2316,886,0.38299999999999995,1063,0.45899999999999996
2020-2021,Sacramento,Natomas Unified,Jefferson,Elementary Schools (Public),Traditional,K,8,705,492,0.698,567,0.804
2020-2021,Sacramento,Natomas Unified,Leroy Greene Academy,K-12 Schools (Public),Traditional,6,12,822,382,0.465,465,0.5660000000000001
2020-2021,Sacramento,Natomas Unified,Natomas Charter,K-12 Schools (Public),Traditional,K,12,1938,432,0.223,523,0.27
2020-2021,Sacramento,Natomas Unified,Natomas High,High Schools (Public),Traditional,9,12,1093,698,0.639,782,0.715
2020-2021,Sacramento,Natomas Unified,Natomas Middle,Intermediate/Middle Schools (Public),Traditional,6,8,661,410,0.62,455,0.688
2020-2021,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep,High Schools (Public),Traditional,9,12,638,194,0.304,233,0.365
2020-2021,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep Elementary,Elementary Schools (Public),Traditional,K,5,356,111,0.312,130,0.365
2020-2021,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep Middle,Intermediate/Middle Schools (Public),Traditional,6,8,506,158,0.312,199,0.39299999999999996
2020-2021,Sacramento,Natomas Unified,Natomas Park Elementary,Elementary Schools (Public),Traditional,K,5,725,409,0.564,456,0.629
2020-2021,Sacramento,Natomas Unified,"Nonpublic, Nonsectarian Schools",,,,,24,10,0.41700000000000004,12,0.5
2020-2021,Sacramento,Natomas Unified,Paso Verde,Elementary Schools (Public),Traditional,K,8,691,233,0.337,285,0.41200000000000003
2020-2021,Sacramento,Natomas Unified,Two Rivers Elementary,Elementary Schools (Public),Traditional,K,5,605,266,0.44,313,0.517
2020-2021,Sacramento,Natomas Unified,Westlake Charter,Elementary Schools (Public),Traditional,K,8,1000,310,0.31,381,0.381
2020-2021,Sacramento,Natomas Unified,Witter Ranch Elementary,Elementary Schools (Public),Traditional,K,5,662,350,0.529,411,0.621
2020-2021,Sacramento,Twin Rivers Unified,California Innovative Career Academy,K-12 Schools (Public),Traditional,1,12,363,303,0.835,338,0.9309999999999999
2020-2021,Sacramento,Twin Rivers Unified,Community Collaborative Charter,K-12 Schools (Public),Traditional,K,12,395,288,0.7290000000000001,290,0.7340000000000001
2020-2021,Sacramento,Twin Rivers Unified,Community Outreach Academy,K-12 Schools (Public),Traditional,K,12,1687,1073,0.636,1123,0.6659999999999999
2020-2021,Sacramento,Twin Rivers Unified,Creative Connections Arts Academy,K-12 Schools (Public),Traditional,K,12,695,462,0.665,537,0.773
2020-2021,Sacramento,Twin Rivers Unified,D. W. Babcock Elementary,Elementary Schools (Public),Traditional,K,6,327,297,0.9079999999999999,316,0.966
2020-2021,Sacramento,Twin Rivers Unified,Del Paso Heights Elementary,Elementary Schools (Public),Traditional,K,6,463,408,0.8809999999999999,442,0.955
2020-2021,Sacramento,Twin Rivers Unified,Dry Creek Elementary,Elementary Schools (Public),Traditional,K,5,500,377,0.754,439,0.878
2020-2021,Sacramento,Twin Rivers Unified,Elwood J. Keema High,Alternative Schools of Choice,Alternative School of Choice,7,12,383,335,0.875,350,0.914
2020-2021,Sacramento,Twin Rivers Unified,Fairbanks Elementary,Elementary Schools (Public),Traditional,K,6,359,312,0.8690000000000001,347,0.9670000000000001
2020-2021,Sacramento,Twin Rivers Unified,Foothill High,High Schools (Public),Traditional,9,12,1197,1009,0.843,1087,0.9079999999999999
2020-2021,Sacramento,Twin Rivers Unified,Foothill Oaks Elementary,Elementary Schools (Public),Traditional,K,6,518,374,0.722,426,0.8220000000000001
2020-2021,Sacramento,Twin Rivers Unified,Foothill Ranch Middle,Intermediate/Middle Schools (Public),Traditional,6,8,521,469,0.9,496,0.9520000000000001
2020-2021,Sacramento,Twin Rivers Unified,Frederick Joyce Elementary,Elementary Schools (Public),Traditional,K,8,539,479,0.889,522,0.968
2020-2021,Sacramento,Twin Rivers Unified,Frontier Elementary,Elementary Schools (Public),Traditional,K,6,428,292,0.682,347,0.8109999999999999
2020-2021,Sacramento,Twin Rivers Unified,Futures High,High Schools (Public),Traditional,7,12,449,305,0.679,315,0.7020000000000001
2020-2021,Sacramento,Twin Rivers Unified,Garden Valley Elementary,Elementary Schools (Public),Traditional,K,6,334,273,0.8170000000000001,302,0.904
2020-2021,Sacramento,Twin Rivers Unified,Grant Union High,High Schools (Public),Traditional,9,12,2088,1798,0.861,1927,0.9229999999999999
2020-2021,Sacramento,Twin Rivers Unified,Hagginwood Elementary,Elementary Schools (Public),Traditional,K,6,352,315,0.895,336,0.955
2020-2021,Sacramento,Twin Rivers Unified,Hazel Strauch Elementary,Elementary Schools (Public),Traditional,K,6,651,501,0.77,582,0.894
2020-2021,Sacramento,Twin Rivers Unified,Heritage Peak Charter,K-12 Schools (Public),Traditional,K,12,1061,425,0.401,566,0.5329999999999999
2020-2021,Sacramento,Twin Rivers Unified,Higher Learning Academy,K-12 Schools (Public),Traditional,K,12,470,301,0.64,315,0.67
2020-2021,Sacramento,Twin Rivers Unified,Highlands Community Charter,K-12 Schools (Public),Traditional,1,12,3225,2682,0.8320000000000001,2871,0.89
