Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,18,64139,1833813,Lassen,Lassen Union High,Credence High,High School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,27,21,77.8%,21,77.8%,22,18,81.8%,18,81.8%,Y
2021-2022,18,64139,0131953,Lassen,Lassen Union High,Lassen Community Day,High School District,District Community Day Schools,Community Day School,N/A,N,N/A,N/A,N,9,12,12,7,58.3%,7,58.3%,11,6,54.5%,6,54.5%,Y
2021-2022,18,64139,1833805,Lassen,Lassen Union High,Lassen High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,809,246,30.4%,266,32.9%,787,244,31.0%,263,33.4%,Y
2021-2022,18,64162,6010789,Lassen,Ravendale-Termo Elementary,Juniper Ridge Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,8,14,13,92.9%,13,92.9%,14,13,92.9%,13,92.9%,Y
2021-2022,18,64170,6010797,Lassen,Richmond Elementary,Richmond Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N,N/A,N/A,N,K,8,193,20,10.4%,20,10.4%,193,20,10.4%,20,10.4%,Y
2021-2022,18,64188,6010805,Lassen,Shaffer Union Elementary,Shaffer Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N,N/A,N/A,N,K,8,192,116,60.4%,133,69.3%,190,114,60.0%,131,68.9%,Y
2021-2022,18,64196,6010813,Lassen,Susanville Elementary,Diamond View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,356,176,49.4%,218,61.2%,356,176,49.4%,218,61.2%,Y
2021-2022,18,64196,6010821,Lassen,Susanville Elementary,McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,2,404,186,46.0%,250,61.9%,385,182,47.3%,242,62.9%,Y
2021-2022,18,64196,6109748,Lassen,Susanville Elementary,Meadow View,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,3,5,330,180,54.5%,218,66.1%,330,180,54.5%,218,66.1%,Y
2021-2022,18,64196,0135756,Lassen,Susanville Elementary,Thompson Peak Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2066,Directly funded,Y,K,12,139,68,48.9%,79,56.8%,132,64,48.5%,75,56.8%,Y
2021-2022,18,64204,6010847,Lassen,Westwood Unified,Fletcher Walker Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,75,45,60.0%,47,62.7%,74,45,60.8%,47,63.5%,Y
2021-2022,18,64204,1838507,Lassen,Westwood Unified,Westwood High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,12,85,44,51.8%,50,58.8%,83,43,51.8%,49,59.0%,Y
2021-2022,18,75036,6010714,Lassen,Fort Sage Unified,Fort Sage Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,14,11,78.6%,12,85.7%,14,11,78.6%,12,85.7%,Y
2021-2022,18,75036,1833409,Lassen,Fort Sage Unified,Herlong High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,42,21,50.0%,26,61.9%,41,21,51.2%,26,63.4%,Y
2021-2022,18,75036,6010763,Lassen,Fort Sage Unified,Long Valley,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,2067,Directly funded,Y,K,12,246,126,51.2%,150,61.0%,243,123,50.6%,147,60.5%,Y
2021-2022,18,75036,0121657,Lassen,Fort Sage Unified,Mt. Lassen Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,1185,Locally funded,N,K,12,123,49,39.8%,72,58.5%,118,48,40.7%,70,59.3%,Y
2021-2022,18,75036,6096341,Lassen,Fort Sage Unified,Sierra Primary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,62,34,54.8%,37,59.7%,58,32,55.2%,34,58.6%,Y
2021-2022,19,10199,0121921,Los Angeles,Los Angeles County Office of Education,Afflerbaugh-Paige Camp,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N,N/A,N/A,N,7,12,29,29,100.0%,29,100.0%,18,18,100.0%,18,100.0%,Y
2021-2022,19,10199,0135368,Los Angeles,Los Angeles County Office of Education,Alma Fuerte Public,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,1859,Directly funded,Y,K,8,123,84,68.3%,91,74.0%,116,80,69.0%,87,75.0%,Y
2021-2022,19,10199,0136119,Los Angeles,Los Angeles County Office of Education,Animo City of Champions Charter High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,1874,Directly funded,Y,9,12,343,263,76.7%,298,86.9%,326,250,76.7%,284,87.1%,Y
2021-2022,19,10199,0109660,Los Angeles,Los Angeles County Office of Education,Aspire Antonio Maria Lugo Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,0694,Directly funded,Y,K,6,410,305,74.4%,357,87.1%,409,304,74.3%,356,87.0%,Y
2021-2022,19,10199,0112128,Los Angeles,Los Angeles County Office of Education,Aspire Ollin University Preparatory Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,0693,Directly funded,Y,6,12,559,475,85.0%,502,89.8%,556,473,85.1%,500,89.9%,Y
2021-2022,19,10199,0140798,Los Angeles,Los Angeles County Office of Education,Bridges Preparatory Academy,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Y,2114,Directly funded,Y,6,8,78,67,85.9%,70,89.7%,78,67,85.9%,70,89.7%,Y
2021-2022,19,10199,0121897,Los Angeles,Los Angeles County Office of Education,Central Juvenile Hall,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N,N/A,N/A,N,6,12,105,105,100.0%,105,100.0%,98,98,100.0%,98,100.0%,Y
2021-2022,19,10199,0138669,Los Angeles,Los Angeles County Office of Education,Da Vinci RISE High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,2017,Directly funded,Y,9,12,209,161,77.0%,165,78.9%,104,77,74.0%,80,76.9%,Y
2021-2022,19,10199,0140681,Los Angeles,Los Angeles County Office of Education,Environmental Charter High - Gardena,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,2098,Directly funded,Y,9,12,114,89,78.1%,95,83.3%,114,89,78.1%,95,83.3%,Y
2021-2022,19,10199,0121772,Los Angeles,Los Angeles County Office of Education,Environmental Charter Middle,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Y,1204,Directly funded,Y,6,8,350,290,82.9%,324,92.6%,350,290,82.9%,324,92.6%,Y
2021-2022,19,10199,0127498,Los Angeles,Los Angeles County Office of Education,Environmental Charter Middle - Inglewood,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Y,1501,Directly funded,Y,6,8,350,289,82.6%,326,93.1%,350,289,82.6%,326,93.1%,Y
2021-2022,19,10199,0134346,Los Angeles,Los Angeles County Office of Education,Intellectual Virtues Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,1814,Directly funded,Y,9,12,95,43,45.3%,46,48.4%,89,41,46.1%,43,48.3%,Y
2021-2022,19,10199,1995869,Los Angeles,Los Angeles County Office of Education,International Polytechnic High,County Office of Education (COE),Opportunity Schools,Opportunity School,N/A,N,N/A,N/A,N,9,12,462,107,23.2%,107,23.2%,458,106,23.1%,106,23.1%,Y
2021-2022,19,10199,0106880,Los Angeles,Los Angeles County Office of Education,Jardin de la Infancia,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,0663,Directly funded,Y,K,1,15,15,100.0%,15,100.0%,14,14,100.0%,14,100.0%,Y
2021-2022,19,10199,0140772,Los Angeles,Los Angeles County Office of Education,KIPP Poder Public,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,2112,Directly funded,Y,K,8,112,77,68.8%,89,79.5%,93,64,68.8%,74,79.6%,Y
2021-2022,19,10199,0121905,Los Angeles,Los Angeles County Office of Education,"Kirby, Dorothy Camp",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N,N/A,N/A,N,7,12,51,51,100.0%,51,100.0%,47,47,100.0%,47,100.0%,Y
2021-2022,19,10199,1933399,Los Angeles,Los Angeles County Office of Education,L.A. County High School for the Arts,County Office of Education (COE),Opportunity Schools,Opportunity School,N/A,N,N/A,N/A,N,9,12,527,85,16.1%,85,16.1%,517,85,16.4%,85,16.4%,Y
2021-2022,19,10199,0128025,Los Angeles,Los Angeles County Office of Education,Lashon Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,1560,Directly funded,Y,K,8,542,307,56.6%,341,62.9%,536,304,56.7%,338,63.1%,Y
2021-2022,19,10199,0139170,Los Angeles,Los Angeles County Office of Education,Lashon Academy City,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,2029,Directly funded,Y,K,6,37,32,86.5%,37,100.0%,35,30,85.7%,35,100.0%,Y
2021-2022,19,10199,6119945,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,0438,Directly funded,Y,6,12,742,556,74.9%,610,82.2%,735,551,75.0%,605,82.3%,Y
2021-2022,19,10199,0115212,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy 2,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,0906,Directly funded,Y,6,12,504,367,72.8%,389,77.2%,499,362,72.5%,384,77.0%,Y
2021-2022,19,10199,0115030,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy 3,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,0917,Directly funded,Y,6,12,417,282,67.6%,325,77.9%,412,277,67.2%,320,77.7%,Y
2021-2022,19,10199,0137679,Los Angeles,Los Angeles County Office of Education,Magnolia Science Academy 5,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,0987,Directly funded,Y,6,12,247,211,85.4%,225,91.1%,241,205,85.1%,219,90.9%,Y
2021-2022,19,10199,0121822,Los Angeles,Los Angeles County Office of Education,"Nidorf, Barry J.",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N,N/A,N/A,N,6,12,106,106,100.0%,106,100.0%,83,83,100.0%,83,100.0%,Y
2021-2022,19,10199,0100776,Los Angeles,Los Angeles County Office of Education,North Valley Military Institute College Preparatory Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,0540,Directly funded,Y,6,12,717,566,78.9%,619,86.3%,704,554,78.7%,606,86.1%,Y
2021-2022,19,10199,6116883,Los Angeles,Los Angeles County Office of Education,Odyssey Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,0249,Directly funded,Y,K,8,463,102,22.0%,109,23.5%,463,102,22.0%,109,23.5%,Y
2021-2022,19,10199,1996214,Los Angeles,Los Angeles County Office of Education,Renaissance County Community,County Office of Education (COE),County Community,County Community School,N/A,N,N/A,N/A,N,7,12,135,108,80.0%,108,80.0%,97,79,81.4%,79,81.4%,Y
2021-2022,19,10199,0121954,Los Angeles,Los Angeles County Office of Education,Road to Success Academy at Campus Kilpatrick,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N,N/A,N/A,N,7,12,22,22,100.0%,22,100.0%,17,17,100.0%,17,100.0%,Y
2021-2022,19,10199,0121939,Los Angeles,Los Angeles County Office of Education,"Rockey, Glenn Camp",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N,N/A,N/A,N,7,12,20,20,100.0%,20,100.0%,20,20,100.0%,20,100.0%,Y
2021-2022,19,10199,0135582,Los Angeles,Los Angeles County Office of Education,Russell Westbrook Why Not? High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,1817,Directly funded,Y,9,12,227,184,81.1%,198,87.2%,221,181,81.9%,194,87.8%,Y
2021-2022,19,10199,0134361,Los Angeles,Los Angeles County Office of Education,Russell Westbrook Why Not? Middle,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Y,1818,Directly funded,Y,6,8,168,145,86.3%,146,86.9%,168,145,86.3%,146,86.9%,Y
2021-2022,19,10199,0137166,Los Angeles,Los Angeles County Office of Education,Soleil Academy Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,1931,Directly funded,Y,K,5,225,161,71.6%,177,78.7%,217,155,71.4%,170,78.3%,Y
2021-2022,19,10199,0140756,Los Angeles,Los Angeles County Office of Education,T.I.M.E. Community,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,2110,Directly funded,Y,9,12,40,33,82.5%,40,100.0%,40,33,82.5%,40,100.0%,Y
2021-2022,19,10199,0132605,Los Angeles,Los Angeles County Office of Education,Valiente College Preparatory Charter,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Y,1744,Directly funded,Y,5,8,127,92,72.4%,93,73.2%,127,92,72.4%,93,73.2%,Y
2021-2022,19,10199,0139345,Los Angeles,Los Angeles County Office of Education,We the People High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,2045,Directly funded,Y,9,12,51,37,72.5%,38,74.5%,51,37,72.5%,38,74.5%,Y
2021-2022,19,64212,6010862,Los Angeles,ABC Unified,Aloha Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,281,196,69.8%,230,81.9%,281,196,69.8%,230,81.9%,Y
2021-2022,19,64212,1930361,Los Angeles,ABC Unified,Artesia High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,383","1,011",73.1%,"1,167",84.4%,"1,315",980,74.5%,"1,134",86.2%,Y
2021-2022,19,64212,6071369,Los Angeles,ABC Unified,Bragg Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,611,177,29.0%,272,44.5%,602,175,29.1%,270,44.9%,Y
2021-2022,19,64212,6010953,Los Angeles,ABC Unified,Burbank (Luther) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,405,220,54.3%,280,69.1%,405,220,54.3%,280,69.1%,Y
2021-2022,19,64212,6066708,Los Angeles,ABC Unified,Carmenita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,597,156,26.1%,254,42.5%,597,156,26.1%,254,42.5%,Y
2021-2022,19,64212,6010904,Los Angeles,ABC Unified,Carver (Charles J.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,893,352,39.4%,473,53.0%,880,347,39.4%,466,53.0%,Y
2021-2022,19,64212,6068274,Los Angeles,ABC Unified,Cerritos Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,608,112,18.4%,201,33.1%,608,112,18.4%,201,33.1%,Y
2021-2022,19,64212,1930056,Los Angeles,ABC Unified,Cerritos High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"2,345",685,29.2%,"1,015",43.3%,"2,299",663,28.8%,989,43.0%,Y
2021-2022,19,64212,0000000,Los Angeles,ABC Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,25,7,28.0%,9,36.0%,12,5,41.7%,7,58.3%,Y
2021-2022,19,64212,6010987,Los Angeles,ABC Unified,Elliott (William F) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,440,197,44.8%,252,57.3%,440,197,44.8%,252,57.3%,Y
2021-2022,19,64212,6061238,Los Angeles,ABC Unified,Fedde (Pharis F.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,367,292,79.6%,321,87.5%,367,292,79.6%,321,87.5%,Y
2021-2022,19,64212,6010979,Los Angeles,ABC Unified,Furgeson (Venn W.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,301,264,87.7%,276,91.7%,293,257,87.7%,268,91.5%,Y
2021-2022,19,64212,1933159,Los Angeles,ABC Unified,Gahr (Richard) High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,828",778,42.6%,"1,051",57.5%,"1,799",755,42.0%,"1,028",57.1%,Y
2021-2022,19,64212,6085617,Los Angeles,ABC Unified,Gonsalves (Joe A.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,566,109,19.3%,168,29.7%,555,106,19.1%,164,29.5%,Y
2021-2022,19,64212,6061220,Los Angeles,ABC Unified,Haskell (Pliny Fisk) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,449,242,53.9%,297,66.1%,449,242,53.9%,297,66.1%,Y
2021-2022,19,64212,6010920,Los Angeles,ABC Unified,Hawaiian Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,290,236,81.4%,247,85.2%,290,236,81.4%,247,85.2%,Y
2021-2022,19,64212,6071351,Los Angeles,ABC Unified,Juarez (Benito) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,312,176,56.4%,214,68.6%,303,170,56.1%,207,68.3%,Y
2021-2022,19,64212,6010938,Los Angeles,ABC Unified,Kennedy (John F.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,405,193,47.7%,272,67.2%,391,189,48.3%,265,67.8%,Y
2021-2022,19,64212,6085609,Los Angeles,ABC Unified,Leal (Frank C.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,723,138,19.1%,224,31.0%,723,138,19.1%,224,31.0%,Y
2021-2022,19,64212,6010912,Los Angeles,ABC Unified,Melbourne (Ella P.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,366,301,82.2%,337,92.1%,361,297,82.3%,332,92.0%,Y
2021-2022,19,64212,6010946,Los Angeles,ABC Unified,Niemes (John H.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,648,383,59.1%,468,72.2%,640,377,58.9%,462,72.2%,Y
2021-2022,19,64212,6093454,Los Angeles,ABC Unified,Nixon (Patricia) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,708,217,30.6%,328,46.3%,694,213,30.7%,321,46.3%,Y
2021-2022,19,64212,0000001,Los Angeles,ABC Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,6,37.5%,6,37.5%,13,6,46.2%,6,46.2%,Y
2021-2022,19,64212,6010961,Los Angeles,ABC Unified,Palms Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,522,345,66.1%,424,81.2%,522,345,66.1%,424,81.2%,Y
2021-2022,19,64212,6057442,Los Angeles,ABC Unified,Ross (Faye) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,533,288,54.0%,371,69.6%,533,288,54.0%,371,69.6%,Y
2021-2022,19,64212,6066716,Los Angeles,ABC Unified,Stowers(Cecil B.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,540,134,24.8%,207,38.3%,540,134,24.8%,207,38.3%,Y
2021-2022,19,64212,6057459,Los Angeles,ABC Unified,Tetzlaff (Martin B.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,655,260,39.7%,362,55.3%,655,260,39.7%,362,55.3%,Y
2021-2022,19,64212,1931641,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,171,111,64.9%,124,72.5%,146,95,65.1%,108,74.0%,Y
2021-2022,19,64212,1931880,Los Angeles,ABC Unified,Whitney (Gretchen) High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,12,"1,013",213,21.0%,322,31.8%,"1,008",210,20.8%,319,31.6%,Y
2021-2022,19,64212,6010995,Los Angeles,ABC Unified,Willow Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,363,246,67.8%,271,74.7%,352,239,67.9%,263,74.7%,Y
2021-2022,19,64212,6093447,Los Angeles,ABC Unified,Wittmann (Helen) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,525,98,18.7%,153,29.1%,517,97,18.8%,152,29.4%,Y
2021-2022,19,64246,0126003,Los Angeles,Antelope Valley Union High,Academies of the Antelope Valley,High School District,High Schools (Public),Traditional,N/A,Y,1415,Locally funded,N,6,12,638,296,46.4%,324,50.8%,636,294,46.2%,322,50.6%,Y
2021-2022,19,64246,1930213,Los Angeles,Antelope Valley Union High,Antelope Valley High,High School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"1,458","1,157",79.4%,"1,206",82.7%,"1,387","1,096",79.0%,"1,144",82.5%,Y
2021-2022,19,64246,1996537,Los Angeles,Antelope Valley Union High,Desert Sands Charter,High School District,High Schools (Public),Traditional,N/A,Y,0411,Directly funded,Y,9,12,705,554,78.6%,602,85.4%,472,365,77.3%,397,84.1%,Y
2021-2022,19,64246,1931732,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,High School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,9,12,714,554,77.6%,584,81.8%,603,470,77.9%,494,81.9%,Y
