Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,05,61556,0000001,Calaveras,Bret Harte Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0.0%,0,0.0%,2,0,0.0%,0,0.0%,Y
2020-2021,05,61556,0530014,Calaveras,Bret Harte Union High,Vallecito Continuation High,High School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,32,18,56.3%,18,56.3%,25,16,64.0%,16,64.0%,Y
2020-2021,05,61564,0531509,Calaveras,Calaveras Unified,Calaveras High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,8,12,817,322,39.4%,328,40.1%,785,309,39.4%,315,40.1%,Y
2020-2021,05,61564,0530055,Calaveras,Calaveras Unified,Calaveras Unified Alternative-Sierra Hills Education Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,131,56,42.7%,66,50.4%,125,52,41.6%,62,49.6%,Y
2020-2021,05,61564,0530022,Calaveras,Calaveras Unified,Gold Strike High,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,23,16,69.6%,16,69.6%,23,16,69.6%,16,69.6%,Y
2020-2021,05,61564,6108518,Calaveras,Calaveras Unified,Jenny Lind Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,383,174,45.4%,184,48.0%,381,173,45.4%,183,48.0%,Y
2020-2021,05,61564,6003404,Calaveras,Calaveras Unified,Mokelumne Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,106,65,61.3%,65,61.3%,105,65,61.9%,65,61.9%,Y
2020-2021,05,61564,0000001,Calaveras,Calaveras Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,12.5%,1,12.5%,7,1,14.3%,1,14.3%,Y
2020-2021,05,61564,6003438,Calaveras,Calaveras Unified,San Andreas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,8,272,174,64.0%,182,66.9%,269,172,63.9%,180,66.9%,Y
2020-2021,05,61564,6105431,Calaveras,Calaveras Unified,Toyon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,532,252,47.4%,263,49.4%,532,252,47.4%,263,49.4%,Y
2020-2021,05,61564,6003446,Calaveras,Calaveras Unified,Valley Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,319,159,49.8%,161,50.5%,318,159,50.0%,161,50.6%,Y
2020-2021,05,61564,6003453,Calaveras,Calaveras Unified,West Point Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,94,70,74.5%,72,76.6%,94,70,74.5%,72,76.6%,Y
2020-2021,05,61572,6003388,Calaveras,Mark Twain Union Elementary,Copperopolis Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,225,114,50.7%,120,53.3%,224,114,50.9%,120,53.6%,Y
2020-2021,05,61572,6003461,Calaveras,Mark Twain Union Elementary,Mark Twain Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,464,260,56.0%,279,60.1%,460,260,56.5%,279,60.7%,Y
2020-2021,05,61572,0000001,Calaveras,Mark Twain Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2020-2021,05,61580,6088975,Calaveras,Vallecito Union,Albert A. Michelson Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,181,69,38.1%,75,41.4%,180,68,37.8%,74,41.1%,Y
2020-2021,05,61580,6111884,Calaveras,Vallecito Union,Avery Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,177,75,42.4%,79,44.6%,177,75,42.4%,79,44.6%,Y
2020-2021,05,61580,6003396,Calaveras,Vallecito Union,Hazel Fischer Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,157,69,43.9%,71,45.2%,154,69,44.8%,71,46.1%,Y
2020-2021,05,61580,6115000,Calaveras,Vallecito Union,Home School Academy (Alternative),Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,8,28,11,39.3%,11,39.3%,28,11,39.3%,11,39.3%,Y
2020-2021,05,61580,0000001,Calaveras,Vallecito Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,Y
2020-2021,06,10066,0136580,Colusa,Colusa County Office of Education,Coastal Buttes,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,K,12,13,10,76.9%,10,76.9%,7,5,71.4%,5,71.4%,Y
2020-2021,06,10066,0630111,Colusa,Colusa County Office of Education,S. William Abel Academy,County Office of Education (COE),County Community,County Community School,N/A,N ,N/A,N/A,N,7,12,7,6,85.7%,6,85.7%,7,6,85.7%,6,85.7%,Y
2020-2021,06,61598,0630012,Colusa,Colusa Unified,Colusa Alternative High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,22,12,54.5%,12,54.5%,19,9,47.4%,9,47.4%,Y
2020-2021,06,61598,0630046,Colusa,Colusa Unified,Colusa Alternative Home,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,105,53,50.5%,56,53.3%,100,48,48.0%,51,51.0%,Y
2020-2021,06,61598,0631259,Colusa,Colusa Unified,Colusa High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,401,187,46.6%,210,52.4%,393,182,46.3%,205,52.2%,Y
2020-2021,06,61598,6057152,Colusa,Colusa Unified,George T. Egling Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,4,8,573,299,52.2%,344,60.0%,573,299,52.2%,344,60.0%,Y
2020-2021,06,61598,6003495,Colusa,Colusa Unified,James M. Burchfield Primary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,3,428,257,60.0%,282,65.9%,423,254,60.0%,279,66.0%,Y
2020-2021,06,61606,6003503,Colusa,Maxwell Unified,Maxwell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,148,89,60.1%,103,69.6%,147,88,59.9%,102,69.4%,Y
2020-2021,06,61606,0133223,Colusa,Maxwell Unified,Maxwell Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,6,8,88,62,70.5%,71,80.7%,88,62,70.5%,71,80.7%,Y
2020-2021,06,61606,0634758,Colusa,Maxwell Unified,Maxwell Sr High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,89,56,62.9%,67,75.3%,86,53,61.6%,64,74.4%,Y
2020-2021,06,61614,0630087,Colusa,Pierce Joint Unified,Arbuckle Alternative High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,7,5,71.4%,5,71.4%,7,5,71.4%,5,71.4%,Y
2020-2021,06,61614,6003511,Colusa,Pierce Joint Unified,Arbuckle Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,564,294,52.1%,349,61.9%,560,291,52.0%,345,61.6%,Y
2020-2021,06,61614,6003537,Colusa,Pierce Joint Unified,Grand Island Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,51,35,68.6%,42,82.4%,50,34,68.0%,41,82.0%,Y
2020-2021,06,61614,6103576,Colusa,Pierce Joint Unified,Lloyd G. Johnson Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,343,181,52.8%,215,62.7%,343,181,52.8%,215,62.7%,Y
2020-2021,06,61614,0000001,Colusa,Pierce Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0.0%,0,0.0%,3,0,0.0%,0,0.0%,Y
2020-2021,06,61614,0635250,Colusa,Pierce Joint Unified,Pierce High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,475,206,43.4%,257,54.1%,462,198,42.9%,249,53.9%,Y
2020-2021,06,61622,0630038,Colusa,Williams Unified,Mid Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,10,12,21,19,90.5%,20,95.2%,16,14,87.5%,15,93.8%,Y
2020-2021,06,61622,0637504,Colusa,Williams Unified,Williams Junior/Senior High,Unified School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,12,609,447,73.4%,541,88.8%,592,433,73.1%,525,88.7%,Y
2020-2021,06,61622,6003552,Colusa,Williams Unified,Williams Primary Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,3,397,293,73.8%,331,83.4%,388,287,74.0%,325,83.8%,Y
2020-2021,06,61622,0118729,Colusa,Williams Unified,Williams Upper Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,4,6,311,241,77.5%,274,88.1%,311,241,77.5%,274,88.1%,Y
2020-2021,07,10074,0129528,Contra Costa,Contra Costa County Office of Education,Caliber: Beta Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Y,1622,Directly funded,Y,K,8,920,630,68.5%,737,80.1%,909,624,68.6%,728,80.1%,Y
2020-2021,07,10074,0107342,Contra Costa,Contra Costa County Office of Education,CCCOE Special Education Programs,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,K,12,138,46,33.3%,46,33.3%,95,29,30.5%,29,30.5%,Y
2020-2021,07,10074,0107334,Contra Costa,Contra Costa County Office of Education,Central County Special Education Programs,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,K,12,22,2,9.1%,2,9.1%,19,1,5.3%,1,5.3%,Y
2020-2021,07,10074,0731380,Contra Costa,Contra Costa County Office of Education,Clayton Valley Charter High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,1400,Directly funded,Y,9,12,"2,266",379,16.7%,419,18.5%,"2,207",371,16.8%,411,18.6%,Y
2020-2021,07,10074,0134114,Contra Costa,Contra Costa County Office of Education,Contra Costa School of Performing Arts,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,1773,Directly funded,Y,6,12,460,110,23.9%,114,24.8%,457,110,24.1%,114,24.9%,Y
2020-2021,07,10074,6077168,Contra Costa,Contra Costa County Office of Education,Floyd I. Marchus,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,K,12,59,26,44.1%,26,44.1%,55,24,43.6%,24,43.6%,Y
2020-2021,07,10074,0730614,Contra Costa,Contra Costa County Office of Education,Golden Gate Community,County Office of Education (COE),County Community,County Community School,N/A,Y,1887,Locally funded,N,6,12,103,71,68.9%,80,77.7%,86,58,67.4%,66,76.7%,Y
2020-2021,07,10074,0137026,Contra Costa,Contra Costa County Office of Education,Invictus Academy of Richmond,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,1933,Directly funded,Y,7,12,217,108,49.8%,132,60.8%,217,108,49.8%,132,60.8%,Y
2020-2021,07,10074,0114470,Contra Costa,Contra Costa County Office of Education,Making Waves Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,0868,Directly funded,Y,5,12,"1,084",616,56.8%,762,70.3%,"1,077",613,56.9%,759,70.5%,Y
2020-2021,07,10074,6118368,Contra Costa,Contra Costa County Office of Education,Manzanita Middle,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,N/A,Y,0333,Directly funded,Y,6,8,91,60,65.9%,63,69.2%,91,60,65.9%,63,69.2%,Y
2020-2021,07,10074,0120444,Contra Costa,Contra Costa County Office of Education,Mt. McKinley,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N ,N/A,N/A,N,7,12,53,53,100.0%,53,100.0%,42,42,100.0%,42,100.0%,Y
2020-2021,07,10074,0129684,Contra Costa,Contra Costa County Office of Education,Summit Public School K2,County Office of Education (COE),High Schools (Public),Traditional,N/A,Y,1650,Directly funded,Y,7,12,565,319,56.5%,386,68.3%,549,309,56.3%,376,68.5%,Y
2020-2021,07,61630,0107524,Contra Costa,Acalanes Union High,Acalanes Center for Independent Study,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,9,12,44,4,9.1%,4,9.1%,38,4,10.5%,4,10.5%,Y
2020-2021,07,61630,0730283,Contra Costa,Acalanes Union High,Acalanes High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,303",71,5.4%,76,5.8%,"1,240",64,5.2%,69,5.6%,Y
2020-2021,07,61630,0731125,Contra Costa,Acalanes Union High,Campolindo High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,400",53,3.8%,53,3.8%,"1,360",52,3.8%,52,3.8%,Y
2020-2021,07,61630,0733725,Contra Costa,Acalanes Union High,Las Lomas High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,580",180,11.4%,186,11.8%,"1,544",177,11.5%,183,11.9%,Y
2020-2021,07,61630,0734244,Contra Costa,Acalanes Union High,Miramonte High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,174",51,4.3%,52,4.4%,"1,143",50,4.4%,51,4.5%,Y
2020-2021,07,61630,0000001,Contra Costa,Acalanes Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,1,2.9%,1,2.9%,24,1,4.2%,1,4.2%,Y
2020-2021,07,61648,6115703,Contra Costa,Antioch Unified,Antioch Charter Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,0143,Directly funded,Y,K,8,194,48,24.7%,57,29.4%,189,47,24.9%,56,29.6%,Y
2020-2021,07,61648,0115063,Contra Costa,Antioch Unified,Antioch Charter Academy II,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,0909,Directly funded,Y,K,8,199,60,30.2%,70,35.2%,195,59,30.3%,69,35.4%,Y
2020-2021,07,61648,0730861,Contra Costa,Antioch Unified,Antioch High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,989","1,144",57.5%,"1,290",64.9%,"1,931","1,106",57.3%,"1,248",64.6%,Y
2020-2021,07,61648,6057178,Contra Costa,Antioch Unified,Antioch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,6,8,848,687,81.0%,746,88.0%,848,687,81.0%,746,88.0%,Y
2020-2021,07,61648,6003578,Contra Costa,Antioch Unified,Belshaw Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,450,301,66.9%,320,71.1%,450,301,66.9%,320,71.1%,Y
2020-2021,07,61648,0110494,Contra Costa,Antioch Unified,Bidwell Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,10,12,141,105,74.5%,112,79.4%,97,73,75.3%,77,79.4%,Y
2020-2021,07,61648,6113104,Contra Costa,Antioch Unified,Black Diamond Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,356,204,57.3%,232,65.2%,355,203,57.2%,231,65.1%,Y
2020-2021,07,61648,0106583,Contra Costa,Antioch Unified,Carmen Dragon Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,405,244,60.2%,280,69.1%,396,241,60.9%,277,69.9%,Y
2020-2021,07,61648,0100479,Contra Costa,Antioch Unified,Dallas Ranch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,847,462,54.5%,510,60.2%,847,462,54.5%,510,60.2%,Y
2020-2021,07,61648,0730465,Contra Costa,Antioch Unified,Deer Valley High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,908",925,48.5%,"1,052",55.1%,"1,805",866,48.0%,987,54.7%,Y
2020-2021,07,61648,6117501,Contra Costa,Antioch Unified,Diablo Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,468,274,58.5%,314,67.1%,451,265,58.8%,302,67.0%,Y
2020-2021,07,61648,0117218,Contra Costa,Antioch Unified,Dozier-Libbey Medical High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,N ,N/A,N/A,N,9,12,761,354,46.5%,402,52.8%,745,346,46.4%,392,52.6%,Y
2020-2021,07,61648,6003594,Contra Costa,Antioch Unified,Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,429,353,82.3%,386,90.0%,429,353,82.3%,386,90.0%,Y
2020-2021,07,61648,6115380,Contra Costa,Antioch Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,422,229,54.3%,260,61.6%,422,229,54.3%,260,61.6%,Y
2020-2021,07,61648,6110514,Contra Costa,Antioch Unified,Jack London Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,507,299,59.0%,333,65.7%,507,299,59.0%,333,65.7%,Y
2020-2021,07,61648,6003602,Contra Costa,Antioch Unified,Kimball Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,469,363,77.4%,397,84.6%,459,358,78.0%,391,85.2%,Y
2020-2021,07,61648,0730101,Contra Costa,Antioch Unified,Live Oak High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,10,12,117,88,75.2%,96,82.1%,86,64,74.4%,72,83.7%,Y
2020-2021,07,61648,0100461,Contra Costa,Antioch Unified,Lone Tree Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,544,352,64.7%,403,74.1%,544,352,64.7%,403,74.1%,Y
2020-2021,07,61648,6003610,Contra Costa,Antioch Unified,Marsh Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,631,512,81.1%,559,88.6%,618,502,81.2%,549,88.8%,Y
2020-2021,07,61648,6084941,Contra Costa,Antioch Unified,Mission Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,527,387,73.4%,433,82.2%,527,387,73.4%,433,82.2%,Y
2020-2021,07,61648,6108989,Contra Costa,Antioch Unified,Muir (John) Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,629,338,53.7%,386,61.4%,616,334,54.2%,382,62.0%,Y
2020-2021,07,61648,0000001,Contra Costa,Antioch Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,83,55.3%,88,58.7%,133,75,56.4%,80,60.2%,Y
2020-2021,07,61648,0113761,Contra Costa,Antioch Unified,Orchard Park,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,677,340,50.2%,389,57.5%,677,340,50.2%,389,57.5%,Y
2020-2021,07,61648,6061154,Contra Costa,Antioch Unified,Park Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,"1,102",679,61.6%,772,70.1%,"1,102",679,61.6%,772,70.1%,Y
2020-2021,07,61648,0730259,Contra Costa,Antioch Unified,Prospects High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,N ,N/A,N/A,N,K,12,289,177,61.2%,185,64.0%,242,150,62.0%,156,64.5%,Y
2020-2021,07,61648,0137430,Contra Costa,Antioch Unified,Rocketship Delta Prep,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,1965,Directly funded,Y,K,5,554,376,67.9%,424,76.5%,541,365,67.5%,412,76.2%,Y
2020-2021,07,61648,6003628,Contra Costa,Antioch Unified,Sutter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,530,307,57.9%,355,67.0%,516,297,57.6%,345,66.9%,Y
2020-2021,07,61648,6003636,Contra Costa,Antioch Unified,Turner Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,456,357,78.3%,396,86.8%,456,357,78.3%,396,86.8%,Y
2020-2021,07,61655,0110528,Contra Costa,Brentwood Union Elementary,Adams (J. Douglas) Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,"1,084",197,18.2%,213,19.6%,"1,084",197,18.2%,213,19.6%,Y
