Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,19,64733,0109272,Los Angeles,Los Angeles Unified,Middleton Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,1,240,207,86.3%,227,94.6%,184,160,87.0%,175,95.1%,Y
2019-2020,19,64733,0109280,Los Angeles,Los Angeles Unified,Amanecer Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,2,174,147,84.5%,160,92.0%,145,124,85.5%,133,91.7%,Y
2019-2020,19,64733,0109298,Los Angeles,Los Angeles Unified,Hollywood Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,3,164,134,81.7%,145,88.4%,142,122,85.9%,127,89.4%,Y
2019-2020,19,64733,0109306,Los Angeles,Los Angeles Unified,Washington Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,1,147,131,89.1%,138,93.9%,142,126,88.7%,133,93.7%,Y
2019-2020,19,64733,0109314,Los Angeles,Los Angeles Unified,Harvard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,340,286,84.1%,305,89.7%,333,280,84.1%,299,89.8%,Y
2019-2020,19,64733,0109322,Los Angeles,Los Angeles Unified,Pacific Boulevard,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,472,404,85.6%,434,91.9%,437,376,86.0%,405,92.7%,Y
2019-2020,19,64733,0109330,Los Angeles,Los Angeles Unified,Ricardo Lizarraga Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,586,543,92.7%,564,96.2%,551,510,92.6%,530,96.2%,Y
2019-2020,19,64733,0109348,Los Angeles,Los Angeles Unified,Aurora Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,390,368,94.4%,377,96.7%,362,343,94.8%,351,97.0%,Y
2019-2020,19,64733,0109355,Los Angeles,Los Angeles Unified,John W. Mack Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,361,333,92.2%,348,96.4%,347,321,92.5%,336,96.8%,Y
2019-2020,19,64733,0109363,Los Angeles,Los Angeles Unified,Maywood Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,501,432,86.2%,472,94.2%,469,409,87.2%,445,94.9%,Y
2019-2020,19,64733,0109371,Los Angeles,Los Angeles Unified,Rosa Parks Learning Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,606,557,91.9%,579,95.5%,592,543,91.7%,565,95.4%,Y
2019-2020,19,64733,0109389,Los Angeles,Los Angeles Unified,Panorama City Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,498,464,93.2%,481,96.6%,485,452,93.2%,468,96.5%,Y
2019-2020,19,64733,0109397,Los Angeles,Los Angeles Unified,Maurice Sendak Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,448,396,88.4%,417,93.1%,416,368,88.5%,387,93.0%,Y
2019-2020,19,64733,0109405,Los Angeles,Los Angeles Unified,Kingsley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,365,335,91.8%,355,97.3%,361,331,91.7%,351,97.2%,Y
2019-2020,19,64733,0109413,Los Angeles,Los Angeles Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,611,512,83.8%,563,92.1%,573,479,83.6%,528,92.1%,Y
2019-2020,19,64733,0109421,Los Angeles,Los Angeles Unified,Hope Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,515,432,83.9%,477,92.6%,476,398,83.6%,442,92.9%,Y
2019-2020,19,64733,0109439,Los Angeles,Los Angeles Unified,Cesar Chavez Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,246,211,85.8%,215,87.4%,240,207,86.3%,211,87.9%,Y
2019-2020,19,64733,0109447,Los Angeles,Los Angeles Unified,Santee Education Complex,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,788","1,690",94.5%,"1,753",98.0%,"1,687","1,595",94.5%,"1,654",98.0%,Y
2019-2020,19,64733,0109454,Los Angeles,Los Angeles Unified,South East High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,995","1,708",85.6%,"1,888",94.6%,"1,958","1,673",85.4%,"1,851",94.5%,Y
2019-2020,19,64733,0109462,Los Angeles,Los Angeles Unified,Maywood Academy High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,172","1,038",88.6%,"1,087",92.7%,"1,111",985,88.7%,"1,032",92.9%,Y
2019-2020,19,64733,0109512,Los Angeles,Los Angeles Unified,Cal Burke High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,148,136,91.9%,142,95.9%,112,104,92.9%,110,98.2%,Y
2019-2020,19,64733,0109884,Los Angeles,Los Angeles Unified,James Jordan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0734,Directly funded,Y,6,8,428,351,82.0%,386,90.2%,428,351,82.0%,386,90.2%,Y
2019-2020,19,64733,0109934,Los Angeles,Los Angeles Unified,Our Community Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0739,Directly funded,Y,K,8,448,94,21.0%,112,25.0%,447,94,21.0%,111,24.8%,Y
2019-2020,19,64733,0110304,Los Angeles,Los Angeles Unified,Los Angeles Academy of Arts and Enterprise,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0675,Directly funded,Y,6,12,291,237,81.4%,248,85.2%,274,223,81.4%,233,85.0%,Y
2019-2020,19,64733,0110668,Los Angeles,Los Angeles Unified,Frida Kahlo High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,123,116,94.3%,116,94.3%,88,82,93.2%,82,93.2%,Y
2019-2020,19,64733,0111211,Los Angeles,Los Angeles Unified,New Heights Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0761,Directly funded,Y,K,8,429,362,84.4%,414,96.5%,423,357,84.4%,409,96.7%,Y
2019-2020,19,64733,0111484,Los Angeles,Los Angeles Unified,New Village Girls Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0791,Directly funded,Y,9,12,94,84,89.4%,89,94.7%,80,71,88.8%,76,95.0%,Y
2019-2020,19,64733,0111492,Los Angeles,Los Angeles Unified,Alliance Patti And Peter Neuwirth Leadership Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0789,Directly funded,Y,9,12,570,482,84.6%,495,86.8%,563,477,84.7%,490,87.0%,Y
2019-2020,19,64733,0111500,Los Angeles,Los Angeles Unified,Alliance Dr. Olga Mohan High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0790,Directly funded,Y,9,12,458,410,89.5%,436,95.2%,454,408,89.9%,432,95.2%,Y
2019-2020,19,64733,0111518,Los Angeles,Los Angeles Unified,Alliance Jack H. Skirball Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0779,Directly funded,Y,6,8,439,413,94.1%,428,97.5%,439,413,94.1%,428,97.5%,Y
2019-2020,19,64733,0111575,Los Angeles,Los Angeles Unified,Animo Ralph Bunche Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0781,Directly funded,Y,9,12,617,557,90.3%,598,96.9%,603,544,90.2%,585,97.0%,Y
2019-2020,19,64733,0111583,Los Angeles,Los Angeles Unified,Animo Jackie Robinson High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0793,Directly funded,Y,9,12,620,541,87.3%,579,93.4%,610,533,87.4%,570,93.4%,Y
2019-2020,19,64733,0111625,Los Angeles,Los Angeles Unified,Animo Watts College Preparatory Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0783,Directly funded,Y,9,12,572,474,82.9%,522,91.3%,560,464,82.9%,510,91.1%,Y
2019-2020,19,64733,0111641,Los Angeles,Los Angeles Unified,Alliance Ouchi-O'Donovan 6-12 Complex,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0784,Directly funded,Y,6,12,990,766,77.4%,823,83.1%,982,760,77.4%,817,83.2%,Y
2019-2020,19,64733,0111658,Los Angeles,Los Angeles Unified,Alliance Marc & Eva Stern Math and Science,Unified School District,High Schools (Public),Traditional,N/A,Yes,0788,Directly funded,Y,9,12,590,468,79.3%,518,87.8%,576,456,79.2%,506,87.8%,Y
2019-2020,19,64733,0111955,Los Angeles,Los Angeles Unified,George De La Torre Jr. Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,599,545,91.0%,576,96.2%,587,534,91.0%,564,96.1%,Y
2019-2020,19,64733,0111971,Los Angeles,Los Angeles Unified,Frank del Olmo Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,679,633,93.2%,657,96.8%,611,574,93.9%,597,97.7%,Y
2019-2020,19,64733,0111989,Los Angeles,Los Angeles Unified,Charles H. Kim Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,611,564,92.3%,595,97.4%,601,556,92.5%,587,97.7%,Y
2019-2020,19,64733,0111997,Los Angeles,Los Angeles Unified,Huntington Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,397,343,86.4%,377,95.0%,394,341,86.5%,374,94.9%,Y
2019-2020,19,64733,0112003,Los Angeles,Los Angeles Unified,Wilshire Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,394,306,77.7%,333,84.5%,387,299,77.3%,326,84.2%,Y
2019-2020,19,64733,0112011,Los Angeles,Los Angeles Unified,William Jefferson Clinton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,752,696,92.6%,711,94.5%,752,696,92.6%,711,94.5%,Y
2019-2020,19,64733,0112029,Los Angeles,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,431,415,96.3%,424,98.4%,393,377,95.9%,386,98.2%,Y
2019-2020,19,64733,0112037,Los Angeles,Los Angeles Unified,East Valley Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,489,428,87.5%,455,93.0%,463,406,87.7%,430,92.9%,Y
2019-2020,19,64733,0112045,Los Angeles,Los Angeles Unified,Arleta High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,351","1,109",82.1%,"1,214",89.9%,"1,319","1,083",82.1%,"1,184",89.8%,Y
2019-2020,19,64733,0112052,Los Angeles,Los Angeles Unified,Panorama High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,263","1,179",93.3%,"1,218",96.4%,"1,193","1,122",94.0%,"1,157",97.0%,Y
2019-2020,19,64733,0112060,Los Angeles,Los Angeles Unified,Hesby Oaks Leadership Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1468,Locally funded,N,K,8,535,89,16.6%,94,17.6%,529,88,16.6%,93,17.6%,Y
2019-2020,19,64733,0112201,Los Angeles,Los Angeles Unified,PUC Excel Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0798,Directly funded,Y,6,8,293,254,86.7%,275,93.9%,293,254,86.7%,275,93.9%,Y
2019-2020,19,64733,0112235,Los Angeles,Los Angeles Unified,Los Feliz Charter School for the Arts,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0827,Directly funded,Y,K,5,432,128,29.6%,154,35.6%,421,126,29.9%,152,36.1%,Y
2019-2020,19,64733,0112508,Los Angeles,Los Angeles Unified,Bright Star Secondary Charter Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0826,Directly funded,Y,9,12,512,404,78.9%,458,89.5%,490,386,78.8%,440,89.8%,Y
2019-2020,19,64733,0112870,Los Angeles,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Global Studies,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,358,342,95.5%,351,98.0%,321,307,95.6%,315,98.1%,Y
2019-2020,19,64733,0114199,Los Angeles,Los Angeles Unified,John H. Liechty Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,973,952,97.8%,966,99.3%,973,952,97.8%,966,99.3%,Y
2019-2020,19,64733,0114850,Los Angeles,Los Angeles Unified,West Adams Preparatory High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,275","1,210",94.9%,"1,252",98.2%,"1,169","1,111",95.0%,"1,148",98.2%,Y
2019-2020,19,64733,0114884,Los Angeles,Los Angeles Unified,Aspire Junior Collegiate Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1551,Directly funded,Y,K,5,337,293,86.9%,326,96.7%,334,291,87.1%,324,97.0%,Y
2019-2020,19,64733,0114959,Los Angeles,Los Angeles Unified,Monsenor Oscar Romero Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0931,Directly funded,Y,6,8,356,314,88.2%,335,94.1%,356,314,88.2%,335,94.1%,Y
2019-2020,19,64733,0114967,Los Angeles,Los Angeles Unified,Global Education Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0934,Directly funded,Y,K,5,242,203,83.9%,224,92.6%,239,201,84.1%,221,92.5%,Y
2019-2020,19,64733,0115048,Los Angeles,Los Angeles Unified,Fenton Primary Center,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0911,Directly funded,Y,K,2,688,487,70.8%,581,84.4%,669,472,70.6%,565,84.5%,Y
2019-2020,19,64733,0115113,Los Angeles,Los Angeles Unified,"Ivy Bound Academy of Math, Science, and Technology Charter Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0936,Directly funded,Y,5,8,183,79,43.2%,93,50.8%,183,79,43.2%,93,50.8%,Y
2019-2020,19,64733,0115139,Los Angeles,Los Angeles Unified,Center for Advanced Learning,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0937,Directly funded,Y,K,5,306,274,89.5%,294,96.1%,300,268,89.3%,288,96.0%,Y
2019-2020,19,64733,0115253,Los Angeles,Los Angeles Unified,Discovery Charter Preparatory #2,Unified School District,High Schools (Public),Traditional,N/A,Yes,0949,Directly funded,Y,9,12,248,199,80.2%,200,80.6%,244,195,79.9%,196,80.3%,Y
2019-2020,19,64733,0115287,Los Angeles,Los Angeles Unified,ICEF Vista Middle Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0953,Directly funded,Y,6,8,212,182,85.8%,206,97.2%,212,182,85.8%,206,97.2%,Y
2019-2020,19,64733,0116509,Los Angeles,Los Angeles Unified,Alliance Morgan McKinzie High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0928,Directly funded,Y,9,12,438,400,91.3%,429,97.9%,426,389,91.3%,417,97.9%,Y
2019-2020,19,64733,0116954,Los Angeles,Los Angeles Unified,Jack London Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,9,12,52,52,100.0%,52,100.0%,43,43,100.0%,43,100.0%,Y
2019-2020,19,64733,0117028,Los Angeles,Los Angeles Unified,Dr. James Edward Jones Primary Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,2,138,125,90.6%,132,95.7%,134,121,90.3%,128,95.5%,Y
2019-2020,19,64733,0117036,Los Angeles,Los Angeles Unified,Enadia Way Technology Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1474,Locally funded,N,K,5,250,120,48.0%,146,58.4%,244,115,47.1%,141,57.8%,Y
2019-2020,19,64733,0117044,Los Angeles,Los Angeles Unified,Roy Romer Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,018",883,86.7%,921,90.5%,"1,018",883,86.7%,921,90.5%,Y
2019-2020,19,64733,0117051,Los Angeles,Los Angeles Unified,Edward R. Roybal Learning Center,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,833,760,91.2%,800,96.0%,768,699,91.0%,736,95.8%,Y
2019-2020,19,64733,0117069,Los Angeles,Los Angeles Unified,Helen Bernstein High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,700,631,90.1%,662,94.6%,621,558,89.9%,588,94.7%,Y
2019-2020,19,64733,0117077,Los Angeles,Los Angeles Unified,APEX Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,1459,Directly funded,Y,7,12,380,292,76.8%,312,82.1%,357,276,77.3%,295,82.6%,Y
2019-2020,19,64733,0117598,Los Angeles,Los Angeles Unified,Alliance Piera Barbaglia Shaheen Health Services Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,0927,Directly funded,Y,6,8,487,436,89.5%,454,93.2%,478,427,89.3%,445,93.1%,Y
2019-2020,19,64733,0117606,Los Angeles,Los Angeles Unified,Alliance Leichtman-Levine Family Foundation Environmental Science High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0929,Directly funded,Y,9,12,408,312,76.5%,351,86.0%,394,300,76.1%,338,85.8%,Y
2019-2020,19,64733,0117614,Los Angeles,Los Angeles Unified,New Los Angeles Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0998,Directly funded,Y,6,8,319,269,84.3%,293,91.8%,319,269,84.3%,293,91.8%,Y
2019-2020,19,64733,0117622,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0986,Directly funded,Y,6,12,131,98,74.8%,111,84.7%,125,93,74.4%,106,84.8%,Y
2019-2020,19,64733,0117648,Los Angeles,Los Angeles Unified,Magnolia Science Academy 6,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,0988,Directly funded,Y,6,8,134,106,79.1%,113,84.3%,134,106,79.1%,113,84.3%,Y
2019-2020,19,64733,0117655,Los Angeles,Los Angeles Unified,Magnolia Science Academy 7,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,0989,Directly funded,Y,K,5,292,194,66.4%,223,76.4%,285,189,66.3%,216,75.8%,Y
2019-2020,19,64733,0117721,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Community,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,457,437,95.6%,452,98.9%,418,402,96.2%,414,99.0%,Y
2019-2020,19,64733,0117747,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,426,374,87.8%,383,89.9%,407,360,88.5%,368,90.4%,Y
2019-2020,19,64733,0117762,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,422,378,89.6%,396,93.8%,387,345,89.1%,362,93.5%,Y
2019-2020,19,64733,0117846,Los Angeles,Los Angeles Unified,Para Los Niños Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1007,Directly funded,Y,6,8,299,263,88.0%,282,94.3%,299,263,88.0%,282,94.3%,Y
2019-2020,19,64733,0117895,Los Angeles,Los Angeles Unified,Synergy Kinetic Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1014,Directly funded,Y,6,8,479,454,94.8%,473,98.7%,479,454,94.8%,473,98.7%,Y
2019-2020,19,64733,0117903,Los Angeles,Los Angeles Unified,KIPP Raices Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1010,Directly funded,Y,K,4,586,423,72.2%,488,83.3%,579,420,72.5%,483,83.4%,Y
2019-2020,19,64733,0117911,Los Angeles,Los Angeles Unified,New Millennium Secondary,Unified School District,High Schools (Public),Traditional,N/A,Yes,1020,Directly funded,Y,9,12,192,115,59.9%,177,92.2%,187,111,59.4%,172,92.0%,Y
2019-2020,19,64733,0117937,Los Angeles,Los Angeles Unified,ICEF Vista Elementary Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1039,Directly funded,Y,K,5,317,268,84.5%,313,98.7%,312,263,84.3%,308,98.7%,Y
2019-2020,19,64733,0117952,Los Angeles,Los Angeles Unified,ICEF Innovation Los Angeles Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1037,Directly funded,Y,K,5,247,226,91.5%,244,98.8%,242,223,92.1%,239,98.8%,Y
2019-2020,19,64733,0117978,Los Angeles,Los Angeles Unified,Goethe International Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1036,Directly funded,Y,K,8,422,107,25.4%,118,28.0%,408,106,26.0%,115,28.2%,Y
2019-2020,19,64733,0118588,Los Angeles,Los Angeles Unified,Alain Leroy Locke College Preparatory Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,1050,Directly funded,Y,9,12,"1,404","1,309",93.2%,"1,374",97.9%,"1,287","1,199",93.2%,"1,259",97.8%,Y
